customer_id,customer_segment,usage_score,usage_category,revenue_segment,tenure_months,gender,age,state,city,estimated_salary,churn,calls_made,sms_sent,data_used
13033.0,At Risk,-463.05,Low,High Income,70,M,39,Meghalaya,Bangalore,138311.0,1,80,38,-749.0
13115.0,At Risk,-182.05,Low,High Income,70,M,39,Uttarakhand,Kolkata,113624.0,1,61,16,-306.0
13335.0,At Risk,-335.85,Low,High Income,70,M,68,Bihar,Mumbai,140844.0,1,89,7,-552.0
13691.0,At Risk,-437.2,Low,High Income,69,M,66,Nagaland,Hyderabad,60466.0,1,20,37,-686.0
13752.0,At Risk,-407.55,Low,High Income,69,M,61,Tamil Nadu,Mumbai,134996.0,1,73,32,-660.0
14061.0,At Risk,-611.65,Low,High Income,69,F,65,Sikkim,Kolkata,113744.0,1,6,50,-951.0
14152.0,At Risk,-608.75,Low,High Income,69,M,41,Uttarakhand,Mumbai,74393.0,1,63,8,-962.0
14490.0,At Risk,-59.0,Low,High Income,69,M,67,Madhya Pradesh,Kolkata,111216.0,1,58,19,-116.0
14521.0,At Risk,-215.45,Low,High Income,69,M,65,Rajasthan,Kolkata,145397.0,1,39,23,-350.0
14551.0,At Risk,-342.45,Low,High Income,69,M,19,Uttarakhand,Chennai,84000.0,1,73,46,-562.0
15041.0,At Risk,-14.15,Low,High Income,69,F,20,Uttarakhand,Chennai,90857.0,1,9,5,-26.0
15050.0,At Risk,-155.65,Low,High Income,69,F,42,Rajasthan,Bangalore,123849.0,1,19,34,-252.0
15510.0,At Risk,-194.2,Low,High Income,69,F,20,Mizoram,Bangalore,68071.0,1,4,24,-304.0
15975.0,At Risk,-181.6,Low,High Income,69,M,43,Goa,Hyderabad,57461.0,1,67,25,-309.0
16367.0,At Risk,1.05,Low,High Income,69,M,33,Assam,Mumbai,107804.0,1,29,3,-10.0
16663.0,At Risk,-166.3,Low,High Income,69,M,67,Odisha,Bangalore,94762.0,1,48,50,-282.0
17074.0,At Risk,-329.85,Low,High Income,69,F,37,Gujarat,Kolkata,117755.0,1,51,19,-530.0
17193.0,At Risk,-32.2,Low,High Income,69,F,60,Meghalaya,Bangalore,140993.0,1,36,17,-66.0
17821.0,At Risk,-29.05,Low,High Income,69,M,42,Uttar Pradesh,Delhi,84207.0,1,44,22,-65.0
17925.0,At Risk,-264.95,Low,High Income,69,M,74,Assam,Hyderabad,81432.0,1,74,6,-437.0
17931.0,At Risk,-431.35,Low,High Income,69,F,61,Assam,Chennai,90174.0,1,55,8,-686.0
18198.0,At Risk,-69.7,Low,High Income,69,F,37,Himachal Pradesh,Hyderabad,55960.0,1,17,47,-121.0
18413.0,At Risk,-179.9,Low,High Income,69,F,65,Punjab,Kolkata,76062.0,1,77,43,-313.0
18539.0,At Risk,6.25,Low,High Income,69,M,48,Mizoram,Bangalore,70334.0,1,19,41,-4.0
18695.0,At Risk,-264.1,Low,High Income,69,F,55,Assam,Delhi,137127.0,1,68,10,-434.0
18852.0,At Risk,-31.65,Low,High Income,69,M,30,Gujarat,Chennai,65699.0,1,31,35,-66.0
18945.0,At Risk,-138.85,Low,High Income,69,M,71,Punjab,Chennai,132520.0,1,13,9,-220.0
19055.0,At Risk,-26.1,Low,High Income,69,M,23,Odisha,Chennai,95210.0,1,21,44,-55.0
19283.0,At Risk,16.75,Low,High Income,69,M,38,Mizoram,Mumbai,84360.0,1,14,9,19.0
19385.0,At Risk,-492.3,Low,High Income,68,M,73,Nagaland,Bangalore,126247.0,1,64,13,-784.0
19447.0,At Risk,-103.45,Low,High Income,68,M,66,Maharashtra,Kolkata,102246.0,1,90,8,-195.0
19458.0,At Risk,-55.85,Low,High Income,68,M,25,Nagaland,Mumbai,60817.0,1,12,29,-95.0
19487.0,At Risk,-363.4,Low,High Income,68,M,25,Bihar,Kolkata,59615.0,1,-4,16,-560.0
19570.0,At Risk,-3.15,Low,High Income,68,M,48,Haryana,Bangalore,142909.0,1,46,3,-23.0
19755.0,At Risk,-345.7,Low,High Income,68,M,29,Maharashtra,Hyderabad,64925.0,1,7,3,-535.0
20274.0,At Risk,-67.65,Low,High Income,68,M,43,Arunachal Pradesh,Kolkata,96265.0,1,87,42,-144.0
20283.0,At Risk,-353.5,Low,High Income,68,F,48,Andhra Pradesh,Bangalore,113339.0,1,61,11,-569.0
20395.0,At Risk,-528.45,Low,High Income,68,F,32,Telangana,Kolkata,73360.0,1,9,10,-818.0
20551.0,At Risk,-45.1,Low,High Income,68,M,62,Punjab,Hyderabad,122323.0,1,61,27,-97.0
20555.0,At Risk,-95.55,Low,High Income,68,F,74,West Bengal,Hyderabad,140702.0,1,7,2,-150.0
20990.0,At Risk,-49.15,Low,High Income,68,F,37,Himachal Pradesh,Delhi,140757.0,1,9,32,-84.0
21135.0,At Risk,-91.25,Low,High Income,68,M,64,West Bengal,Chennai,121879.0,1,42,3,-157.0
21283.0,At Risk,-46.85,Low,High Income,68,F,70,Gujarat,Chennai,68864.0,1,47,12,-92.0
21558.0,At Risk,-30.65,Low,High Income,68,M,33,Tripura,Bangalore,61779.0,1,19,23,-58.0
21934.0,At Risk,-257.3,Low,High Income,68,F,27,Nagaland,Kolkata,137612.0,1,81,26,-431.0
21950.0,At Risk,-11.15,Low,High Income,68,F,37,Punjab,Mumbai,131612.0,1,21,5,-26.0
22045.0,At Risk,-107.0,Low,High Income,68,F,32,Bihar,Delhi,59392.0,1,-6,24,-166.0
22183.0,At Risk,-240.55,Low,High Income,68,F,41,Rajasthan,Hyderabad,101784.0,1,-7,30,-372.0
22358.0,At Risk,-142.1,Low,High Income,68,M,18,Andhra Pradesh,Kolkata,101225.0,1,90,18,-256.0
22421.0,At Risk,-24.9,Low,High Income,68,F,37,Nagaland,Kolkata,126819.0,1,23,12,-49.0
22552.0,At Risk,-32.35,Low,High Income,68,M,27,Telangana,Mumbai,116762.0,1,92,-1,-85.0
22670.0,At Risk,-314.45,Low,High Income,68,M,36,Nagaland,Bangalore,112925.0,1,18,41,-497.0
22677.0,At Risk,-430.6,Low,High Income,68,M,71,Jharkhand,Kolkata,56403.0,1,57,17,-687.0
23179.0,At Risk,-481.4,Low,High Income,68,F,28,Haryana,Chennai,141806.0,1,24,27,-754.0
69586.0,At Risk,-199.75,Low,High Income,60,M,48,Goa,Mumbai,73743.0,1,41,45,-330.0
23220.0,At Risk,-432.85,Low,High Income,68,F,26,Rajasthan,Mumbai,64604.0,1,43,10,-684.0
23300.0,At Risk,-70.4,Low,High Income,68,M,74,Andhra Pradesh,Mumbai,90020.0,1,35,34,-127.0
24063.0,At Risk,-174.05,Low,High Income,68,M,64,Assam,Hyderabad,95179.0,1,63,26,-296.0
24426.0,At Risk,-88.7,Low,High Income,68,F,65,Maharashtra,Hyderabad,78073.0,1,43,13,-155.0
24503.0,At Risk,-489.1,Low,High Income,68,M,19,Telangana,Delhi,98927.0,1,64,6,-778.0
24519.0,At Risk,-96.4,Low,High Income,68,F,59,Punjab,Hyderabad,124622.0,1,60,4,-172.0
24738.0,At Risk,-5.0,Low,High Income,68,F,61,Punjab,Kolkata,129458.0,1,76,46,-44.0
24946.0,At Risk,2.4,Low,High Income,68,F,20,Meghalaya,Hyderabad,50998.0,1,33,13,-11.0
25159.0,At Risk,-187.8,Low,High Income,68,M,18,Arunachal Pradesh,Mumbai,68235.0,1,78,20,-322.0
25245.0,At Risk,-380.05,Low,High Income,68,F,50,Sikkim,Hyderabad,123176.0,1,96,48,-629.0
25275.0,At Risk,-54.65,Low,High Income,68,F,74,Manipur,Mumbai,81965.0,1,48,16,-105.0
25314.0,At Risk,7.6,Low,High Income,68,F,23,Mizoram,Bangalore,94156.0,1,55,49,-17.0
25412.0,At Risk,-401.35,Low,High Income,67,M,31,Himachal Pradesh,Chennai,100413.0,1,47,42,-642.0
25962.0,At Risk,-34.25,Low,High Income,67,F,33,West Bengal,Chennai,81705.0,1,5,22,-58.0
26027.0,At Risk,-166.1,Low,High Income,67,F,46,Telangana,Kolkata,60464.0,1,42,2,-272.0
26229.0,At Risk,-254.4,Low,High Income,67,M,48,Rajasthan,Bangalore,139485.0,1,30,46,-410.0
26521.0,At Risk,-360.25,Low,High Income,67,M,56,Himachal Pradesh,Chennai,58066.0,1,33,33,-572.0
26884.0,At Risk,-426.85,Low,High Income,67,M,45,Uttarakhand,Mumbai,89426.0,1,31,35,-674.0
26978.0,At Risk,-40.15,Low,High Income,67,M,40,Odisha,Kolkata,63861.0,1,91,21,-100.0
27226.0,At Risk,-175.05,Low,High Income,67,F,60,Manipur,Delhi,127948.0,1,7,39,-278.0
27284.0,At Risk,-110.95,Low,High Income,67,F,56,Chhattisgarh,Bangalore,64963.0,1,45,52,-196.0
27421.0,At Risk,-177.7,Low,High Income,67,M,73,Meghalaya,Hyderabad,91121.0,1,61,14,-299.0
28605.0,At Risk,-250.85,Low,High Income,67,M,42,Nagaland,Bangalore,115460.0,1,69,36,-418.0
28904.0,At Risk,-290.25,Low,High Income,67,M,47,Tamil Nadu,Hyderabad,144053.0,1,40,7,-463.0
29111.0,At Risk,-38.7,Low,High Income,67,F,52,Madhya Pradesh,Kolkata,119330.0,1,104,42,-106.0
29149.0,At Risk,-23.7,Low,High Income,67,M,32,Sikkim,Chennai,131285.0,1,71,34,-69.0
29348.0,At Risk,-96.75,Low,High Income,67,F,18,Tripura,Hyderabad,83719.0,1,2,48,-157.0
29534.0,At Risk,-263.05,Low,High Income,67,M,68,Bihar,Delhi,80415.0,1,87,38,-444.0
29676.0,At Risk,-217.6,Low,High Income,67,F,58,Himachal Pradesh,Chennai,104337.0,1,22,18,-346.0
29772.0,At Risk,-261.3,Low,High Income,67,F,56,Jharkhand,Bangalore,94896.0,1,58,50,-432.0
29790.0,At Risk,-383.15,Low,High Income,67,M,72,Uttar Pradesh,Kolkata,98145.0,1,49,24,-612.0
29936.0,At Risk,-168.4,Low,High Income,67,M,24,Rajasthan,Mumbai,123293.0,1,53,-3,-279.0
31278.0,At Risk,-226.25,Low,High Income,67,F,64,Telangana,Kolkata,93109.0,1,9,16,-354.0
31327.0,At Risk,-77.35,Low,High Income,67,M,18,Telangana,Bangalore,101693.0,1,72,15,-149.0
31630.0,At Risk,-350.8,Low,High Income,66,M,64,Kerala,Hyderabad,61817.0,1,57,35,-567.0
31809.0,At Risk,-73.4,Low,High Income,66,F,45,Telangana,Hyderabad,143171.0,1,86,39,-152.0
31982.0,At Risk,21.65,Low,High Income,66,M,54,Himachal Pradesh,Delhi,116771.0,1,77,24,0.0
32421.0,At Risk,-287.2,Low,High Income,66,M,27,Rajasthan,Chennai,81085.0,1,14,44,-454.0
32523.0,At Risk,-106.7,Low,High Income,66,M,54,Uttarakhand,Delhi,56606.0,1,39,25,-183.0
33032.0,At Risk,-104.6,Low,High Income,66,F,61,Mizoram,Bangalore,92018.0,1,6,18,-166.0
33134.0,At Risk,-50.0,Low,High Income,66,F,37,Jharkhand,Mumbai,114012.0,1,14,37,-88.0
33197.0,At Risk,-32.45,Low,High Income,66,M,28,Chhattisgarh,Delhi,102460.0,1,38,29,-69.0
33295.0,At Risk,-371.45,Low,High Income,66,M,52,Uttarakhand,Bangalore,50153.0,1,44,17,-591.0
33631.0,At Risk,-4.0,Low,High Income,66,M,62,Odisha,Kolkata,126138.0,1,35,22,-23.0
33776.0,At Risk,-276.0,Low,High Income,66,M,59,Rajasthan,Delhi,130808.0,1,73,15,-455.0
33907.0,At Risk,-51.9,Low,High Income,66,M,31,Uttarakhand,Kolkata,137021.0,1,52,14,-102.0
34588.0,At Risk,-390.4,Low,High Income,66,M,65,Karnataka,Kolkata,60028.0,1,6,46,-610.0
34592.0,At Risk,-87.95,Low,High Income,66,F,33,Rajasthan,Chennai,67397.0,1,82,1,-167.0
34628.0,At Risk,-495.15,Low,High Income,66,F,29,Maharashtra,Mumbai,103678.0,1,86,1,-795.0
34714.0,At Risk,-38.1,Low,High Income,66,F,60,Nagaland,Delhi,104601.0,1,76,40,-94.0
34760.0,At Risk,-297.05,Low,High Income,66,M,53,Punjab,Kolkata,102817.0,1,101,40,-502.0
34885.0,At Risk,-425.5,Low,High Income,66,M,34,Mizoram,Bangalore,115342.0,1,86,2,-688.0
35105.0,At Risk,-13.15,Low,High Income,66,F,60,Rajasthan,Delhi,74877.0,1,13,31,-30.0
35197.0,At Risk,19.05,Low,High Income,66,M,59,Sikkim,Kolkata,136496.0,1,62,16,3.0
35429.0,At Risk,6.6,Low,High Income,66,M,45,Tripura,Hyderabad,62034.0,1,56,30,-16.0
35487.0,At Risk,-425.8,Low,High Income,66,M,27,Uttar Pradesh,Bangalore,85485.0,1,87,29,-693.0
35730.0,At Risk,-102.1,Low,High Income,66,F,62,Bihar,Chennai,70333.0,1,64,41,-188.0
36114.0,At Risk,-245.3,Low,High Income,66,F,27,Karnataka,Chennai,123259.0,1,-1,39,-383.0
36793.0,At Risk,-70.0,Low,High Income,66,F,62,Gujarat,Mumbai,130398.0,1,63,33,-137.0
36911.0,At Risk,-478.1,Low,High Income,66,M,20,Assam,Mumbai,117588.0,1,87,52,-777.0
37158.0,At Risk,-18.8,Low,High Income,66,F,33,Andhra Pradesh,Delhi,89743.0,1,80,2,-60.0
37474.0,At Risk,-133.3,Low,High Income,65,M,52,Arunachal Pradesh,Delhi,61501.0,1,24,37,-220.0
37796.0,At Risk,-233.1,Low,High Income,65,F,67,Kerala,Mumbai,135113.0,1,70,42,-392.0
37859.0,At Risk,-114.8,Low,High Income,65,F,69,Maharashtra,Chennai,117061.0,1,77,31,-211.0
37983.0,At Risk,-354.45,Low,High Income,65,M,57,Assam,Chennai,98467.0,1,9,21,-552.0
38680.0,At Risk,-86.15,Low,High Income,65,M,29,Tripura,Delhi,80775.0,1,79,33,-168.0
39139.0,At Risk,-133.85,Low,High Income,65,M,48,Tripura,Kolkata,82920.0,1,81,6,-238.0
39387.0,At Risk,-82.75,Low,High Income,65,M,72,Andhra Pradesh,Mumbai,76640.0,1,39,37,-148.0
39493.0,At Risk,-451.0,Low,High Income,65,M,27,Tamil Nadu,Bangalore,138896.0,1,90,23,-732.0
39889.0,At Risk,-22.15,Low,High Income,65,F,27,Tripura,Kolkata,143630.0,1,36,7,-49.0
40142.0,At Risk,-336.75,Low,High Income,65,M,30,Goa,Bangalore,146765.0,1,62,7,-543.0
40735.0,At Risk,-619.05,Low,High Income,65,F,20,Jharkhand,Mumbai,64622.0,1,36,18,-969.0
40758.0,At Risk,4.1,Low,High Income,65,M,67,Tamil Nadu,Mumbai,122976.0,1,86,34,-32.0
41117.0,At Risk,-206.05,Low,High Income,65,M,22,Bihar,Mumbai,67959.0,1,18,46,-331.0
41266.0,At Risk,-105.35,Low,High Income,65,F,20,Punjab,Kolkata,57870.0,1,5,13,-166.0
41414.0,At Risk,-197.7,Low,High Income,65,F,68,Himachal Pradesh,Mumbai,82278.0,1,49,13,-325.0
42020.0,At Risk,-123.75,Low,High Income,65,M,49,Andhra Pradesh,Kolkata,125559.0,1,65,4,-216.0
42170.0,At Risk,-5.55,Low,High Income,65,M,38,Jharkhand,Hyderabad,97789.0,1,24,21,-21.0
42658.0,At Risk,-272.4,Low,High Income,65,M,18,Madhya Pradesh,Delhi,134586.0,1,5,26,-425.0
42756.0,At Risk,27.85,Low,High Income,65,M,66,West Bengal,Bangalore,71448.0,1,74,9,13.0
42889.0,At Risk,-88.95,Low,High Income,65,M,21,Punjab,Delhi,53466.0,1,33,16,-152.0
42945.0,At Risk,-52.7,Low,High Income,65,F,52,Sikkim,Hyderabad,65958.0,1,74,3,-110.0
43023.0,At Risk,-433.7,Low,High Income,65,M,51,Nagaland,Delhi,100860.0,1,90,40,-708.0
43897.0,At Risk,-166.25,Low,High Income,64,F,71,Mizoram,Delhi,84699.0,1,77,17,-288.0
44619.0,At Risk,-232.5,Low,High Income,64,F,69,Odisha,Bangalore,95442.0,1,68,14,-386.0
44746.0,At Risk,-360.95,Low,High Income,64,F,60,Tripura,Chennai,128590.0,1,50,42,-581.0
45461.0,At Risk,-28.6,Low,High Income,64,F,26,Uttarakhand,Mumbai,73826.0,1,79,43,-81.0
45640.0,At Risk,-196.35,Low,High Income,64,M,66,Chhattisgarh,Delhi,73984.0,1,14,49,-315.0
45699.0,At Risk,-60.5,Low,High Income,64,F,44,Maharashtra,Chennai,120198.0,1,21,12,-103.0
46226.0,At Risk,-77.8,Low,High Income,64,F,30,Bihar,Delhi,82924.0,1,27,32,-135.0
46305.0,At Risk,-40.4,Low,High Income,64,M,68,Madhya Pradesh,Chennai,77681.0,1,102,17,-104.0
46835.0,At Risk,-401.4,Low,High Income,64,M,28,Madhya Pradesh,Bangalore,64331.0,1,19,1,-625.0
46999.0,At Risk,-56.9,Low,High Income,64,M,30,Tamil Nadu,Mumbai,142695.0,1,0,42,-94.0
47995.0,At Risk,15.45,Low,High Income,64,M,43,Jharkhand,Delhi,69206.0,1,63,49,-8.0
48198.0,At Risk,-89.85,Low,High Income,64,M,43,Goa,Bangalore,97597.0,1,13,5,-144.0
48314.0,At Risk,-363.2,Low,High Income,64,M,66,Kerala,Delhi,54840.0,1,38,4,-574.0
48338.0,At Risk,-207.55,Low,High Income,64,M,74,Bihar,Mumbai,134536.0,1,67,19,-348.0
48717.0,At Risk,-286.75,Low,High Income,64,M,55,Punjab,Mumbai,97040.0,1,59,27,-468.0
48846.0,At Risk,-278.75,Low,High Income,64,F,38,Himachal Pradesh,Kolkata,61129.0,1,61,11,-454.0
48895.0,At Risk,-532.8,Low,High Income,64,M,51,Maharashtra,Kolkata,85254.0,1,53,19,-843.0
49182.0,At Risk,-398.3,Low,High Income,64,M,31,Maharashtra,Kolkata,139655.0,1,63,39,-643.0
49634.0,At Risk,-34.8,Low,High Income,63,M,52,Himachal Pradesh,Bangalore,90134.0,1,27,20,-67.0
50069.0,At Risk,-59.55,Low,High Income,63,M,63,Jharkhand,Hyderabad,88868.0,1,62,10,-117.0
50098.0,At Risk,-200.85,Low,High Income,63,M,47,Kerala,Mumbai,96089.0,1,4,3,-311.0
50411.0,At Risk,5.55,Low,High Income,63,M,58,Goa,Bangalore,73645.0,1,-1,6,8.0
50422.0,At Risk,-25.4,Low,High Income,63,F,35,Telangana,Kolkata,116322.0,1,62,46,-70.0
51088.0,At Risk,-256.55,Low,High Income,63,M,25,Manipur,Mumbai,63717.0,1,70,22,-425.0
51524.0,At Risk,-461.1,Low,High Income,63,F,54,Arunachal Pradesh,Hyderabad,80469.0,1,29,29,-725.0
51589.0,At Risk,-246.0,Low,High Income,63,F,30,Gujarat,Chennai,55121.0,1,29,35,-395.0
52275.0,At Risk,-307.6,Low,High Income,63,F,49,Telangana,Delhi,120763.0,1,81,30,-509.0
52306.0,At Risk,-153.1,Low,High Income,63,F,21,Karnataka,Kolkata,90340.0,1,6,40,-244.0
52513.0,At Risk,-557.05,Low,High Income,63,F,20,Uttar Pradesh,Chennai,128745.0,1,73,6,-886.0
52540.0,At Risk,-157.0,Low,High Income,63,F,62,Rajasthan,Kolkata,98443.0,1,99,9,-281.0
52632.0,At Risk,3.6,Low,High Income,63,M,25,Maharashtra,Delhi,141289.0,1,31,17,-9.0
52633.0,At Risk,-268.25,Low,High Income,63,M,43,Punjab,Kolkata,135144.0,1,79,6,-444.0
52739.0,At Risk,-258.85,Low,High Income,63,F,63,Assam,Hyderabad,128158.0,1,15,52,-412.0
52757.0,At Risk,-572.35,Low,High Income,63,M,46,Uttar Pradesh,Hyderabad,132016.0,1,30,32,-897.0
52943.0,At Risk,-45.35,Low,High Income,63,F,73,Odisha,Bangalore,76569.0,1,67,3,-96.0
52965.0,At Risk,-200.65,Low,High Income,63,M,30,Bihar,Hyderabad,105088.0,1,82,5,-341.0
53204.0,At Risk,-283.85,Low,High Income,63,M,23,Maharashtra,Delhi,61377.0,1,68,40,-469.0
53389.0,At Risk,-571.9,Low,High Income,63,F,33,Chhattisgarh,Kolkata,54764.0,1,34,33,-898.0
